Barcode	Position	gener	Logica	Bio	chimica	Mate	Score	Ateneo
445633432248845	2028	1.5	6	27.7	14.6	9	58.8	esteri
564555453339855	2029	4.5	5.6	28.1	5.6	15	58.8	padova
544435353238945	2030	3	6	28.5	11.2	10.1	58.8	esteri
546653551349843	2031	3	6	30	9.7	10.1	58.8	esteri
654653442258954	2032	3	4.5	30	9.7	11.6	58.8	Marche
564635432249944	2033	3	3	30	15.3	7.5	58.8	padova
466555352359954	2034	4.5	6	30.7	7.1	10.5	58.8	sapienza
644643531148744	2035	3	2.6	31.1	13.5	8.6	58.8	esteri
565533451248755	2036	2.6	4.1	32.6	16.5	3	58.8	esteri
564435343358843	2037	1.5	3	32.6	13.1	8.6	58.8	milano
454543542138853	2038	0	-0.4	33	16.1	10.1	58.8	esteri
455655531349745	2039	1.5	2.2	33	13.1	9	58.8	padova
456434331138955	2040	4.1	4.5	33	4.1	13.1	58.8	pavia
465655541139955	2041	0	4.5	34.5	6.3	13.5	58.8	bari
666444433159843	2042	2.6	4.1	34.5	12	5.6	58.8	bari
546443342348845	2043	0	1.5	34.5	18.7	4.1	58.8	bologna
656435543258955	2044	3	0	34.5	12.7	8.6	58.8	esteri
665445552159853	2045	3	7.5	21.3	13.8	13.1	58.7	esteri
564654453149744	2046	4.1	7.5	24.7	12.3	10.1	58.7	esteri
665643331338943	2047	4.5	7.5	25.1	12.3	9.3	58.7	esteri
565455542238955	2048	4.5	6	26.2	12.7	9.3	58.7	milano
455643353139954	2049	4.5	6	26.6	8.9	12.7	58.7	bari
546433431348953	2050	0	4.5	27.7	15.7	10.8	58.7	esteri
565633333148755	2051	3	2.2	28.1	14.2	11.2	58.7	pavia
564444552148843	2052	1.5	6	28.8	15.3	7.1	58.7	esteri
454644543349844	2053	1.1	4.5	29.2	11.9	12	58.7	esteri
465434341239744	2054	-0.4	4.1	29.2	17.6	8.2	58.7	esteri
664443431148944	2055	4.1	6	29.2	10.4	9	58.7	sapienza
646533453359945	2056	1.1	3.7	29.6	12.7	11.6	58.7	esteri
665544543159843	2057	3	0.7	29.6	12.3	13.1	58.7	esteri
666655453258745	2058	1.5	4.5	29.6	14.9	8.2	58.7	esteri
666545433358954	2059	1.1	6	30	10.4	11.2	58.7	esteri
555644353239755	2060	6	1.1	30	15.3	6.3	58.7	federico
464535442239945	2061	4.5	4.1	30	11.6	8.5	58.7	padova
446535352359743	2062	1.5	1.1	30.7	14.9	10.5	58.7	esteri
654444351249854	2063	1.5	5.6	30.7	14.6	6.3	58.7	esteri
566645332239845	2064	1.5	5.6	31.1	11.9	8.6	58.7	esteri
564653541238955	2065	1.1	6	31.1	11.5	9	58.7	milano
445543541348753	2066	2.6	6	31.1	8.2	10.8	58.7	torino
654655343138743	2067	2.6	5.6	31.5	11.9	7.1	58.7	esteri
666435331348753	2068	3	6	31.5	10.4	7.8	58.7	esteri
656453432239854	2069	2.6	2.2	31.5	9.7	12.7	58.7	sapienza
565533441349853	2070	1.1	5.6	31.5	10.4	10.1	58.7	torvergata
466543551358954	2071	4.5	4.1	32.6	2.9	14.6	58.7	bicocca
545535443239955	2072	0.7	2.6	32.6	12.7	10.1	58.7	esteri
666634442159955	2073	4.5	4.1	32.6	6.3	11.2	58.7	milano
644444343249745	2074	1.1	5.6	33	12.7	6.3	58.7	esteri
655545452349855	2075	1.5	0.7	33	13.4	10.1	58.7	esteri
655653352139953	2076	1.5	2.6	33	13.4	8.2	58.7	esteri
445444333138955	2077	-0.4	6	34.5	8.5	10.1	58.7	esteri
555645431239745	2078	2.6	4.1	34.5	5.9	11.6	58.7	messina
564445333238944	2079	4.1	5.6	26.2	8.5	14.2	58.6	bari
544543352338843	2080	1.1	2.2	28.8	17.6	8.9	58.6	bicocca
446545433158855	2081	6	4.1	30.7	5.8	12	58.6	bicocca
555433442158744	2082	2.6	2.6	30.7	14.9	7.8	58.6	padova
464545532349844	2083	2.6	2.2	31.1	14.9	7.8	58.6	esteri
564533352358845	2084	-1.2	2.2	32.6	15.3	9.7	58.6	esteri
546453342239855	2085	-0.4	2.6	34.5	13.4	8.5	58.6	esteri
644634451338843	2086	4.5	-0.1	34.5	8.5	11.2	58.6	esteri
646443553249753	2087	2.6	7.5	21.2	18.7	8.5	58.5	esteri
564644432158754	2088	0.7	5.6	28.8	14.9	8.5	58.5	esteri
466644541348953	2089	4.5	3	30	7.5	13.5	58.5	sapienza
445453533138745	2090	-0.8	3.7	30.7	13	11.9	58.5	esteri
655554441348754	2091	0	3	31.5	15	9	58.5	bicocca
465635551158953	2092	0	4.5	33	10.5	10.5	58.5	torino
466655541338845	2093	-0.4	7.5	21	15.3	15	58.4	esteri
564553453258853	2094	3	1.5	26.6	14.2	13.1	58.4	esteri
456534532249843	2095	0	6	27.7	14.2	10.5	58.4	esteri
454655432139853	2096	1.5	3	28.1	12.7	13.1	58.4	esteri
665545442239845	2097	4.5	-1.2	28.5	14.6	12	58.4	Marche
455535541359745	2098	0	1.5	29.6	18.7	8.6	58.4	esteri
465553451148955	2099	0	2.2	29.6	14.6	12	58.4	federico
444633432348855	2100	3	2.6	29.6	9.7	13.5	58.4	sapienza
554533542258744	2101	1.5	0.7	30	14.6	11.6	58.4	bologna
464555531259855	2102	1.1	4.1	30	14.2	9	58.4	esteri
554454443348944	2103	4.5	6	30	9.7	8.2	58.4	milano
445543341249855	2104	0	4.1	30.7	14.6	9	58.4	esteri
444443431339854	2105	-0.4	2.6	31.1	19.5	5.6	58.4	esteri
454643353338945	2106	3	0.7	31.5	11.6	11.6	58.4	esteri
655545541139845	2107	0	2.2	31.5	17.2	7.5	58.4	esteri
554433331248845	2108	1.5	2.6	32.6	12.7	9	58.4	esteri
555634353258954	2109	3	1.5	32.6	9.7	11.6	58.4	parma
546635353138854	2110	3	3	33	15.3	4.1	58.4	esteri
446553431148944	2111	2.6	4.5	33	10.1	8.2	58.4	milano
455444352249955	2112	2.6	4.5	34.5	9.7	7.1	58.4	bologna
556644352358943	2113	2.6	2.6	34.5	9	9.7	58.4	milano
654543442259755	2114	4.5	3	34.5	3.3	13.1	58.4	milano
645533451359744	2115	2.6	6	34.5	12.7	2.6	58.4	pavia
556633533359754	2116	1.1	7.5	22.4	14.6	12.7	58.3	esteri
465543352148843	2117	2.6	7.5	25.8	12.7	9.7	58.3	esteri
646654332148745	2118	1.1	6	26.2	14.2	10.8	58.3	esteri
656634453258754	2119	0.7	4.5	26.2	16.1	10.8	58.3	esteri
566655553339843	2120	2.6	6	26.2	10.8	12.7	58.3	torino
646435541138845	2121	4.5	5.6	27.3	10.8	10.1	58.3	torino
446534451359844	2122	0.7	4.1	27.7	14.2	11.6	58.3	bologna
664453332138943	2123	1.1	5.6	27.7	12.7	11.2	58.3	esteri
456443333249953	2124	3	5.6	27.7	16.1	5.9	58.3	pavia
665544451338744	2125	4.1	3	28.8	14.2	8.2	58.3	bologna
455544452158755	2126	3	6	29.2	10.4	9.7	58.3	esteri
544444332159755	2127	-0.4	4.5	29.6	15.3	9.3	58.3	esteri
446433552338953	2128	0	3.7	29.6	10.8	14.2	58.3	pavia
444654532149953	2129	6	4.1	30.7	14.2	3.3	58.3	sapienza
466544543159943	2130	3	2.2	31.1	10.8	11.2	58.3	esteri
555644542259955	2131	1.5	2.6	31.1	11.9	11.2	58.3	esteri
445453353339855	2132	2.6	1.8	33	12.3	8.6	58.3	cagliari
446534543148955	2133	2.6	6	33	13.8	2.9	58.3	esteri
646553541359745	2134	0	0	33	11.1	14.2	58.3	lvanvitelli
455454542338853	2135	0	7.5	33	8.1	9.7	58.3	milano
665434533339743	2136	1.5	-0.4	34.5	13.4	9.3	58.3	bicocca
645533451259853	2137	2.6	5.6	26.9	13	10.1	58.2	esteri
465633352338843	2138	6	2.2	28.8	8.5	12.7	58.2	sapienza
446635452138844	2139	0.3	6	30.7	8.5	12.7	58.2	padova
546655442359855	2140	4.5	4.1	32.6	5.8	11.2	58.2	bologna
554443351359744	2141	1.1	4.1	32.6	8.1	12.3	58.2	esteri
444545333338753	2142	0.3	2.2	26.9	13	15.7	58.1	esteri
664633552238843	2143	3	6	27	10.5	11.6	58.1	esteri
656543543358744	2144	4.1	6	27	10.5	10.5	58.1	milano
565435533158953	2145	1.5	4.1	30	13.5	9	58.1	esteri
446433453148943	2146	0	4.5	30	11.6	12	58.1	lvanvitelli
646435341359745	2147	0	0	31.5	16.1	10.5	58.1	esteri
655554332358845	2148	1.1	6	31.5	16.5	3	58.1	esteri
656543331258745	2149	1.5	4.5	34.5	9	8.6	58.1	pavia
565455432159855	2150	2.6	7.5	23.6	11.6	12.7	58	esteri
666644431358945	2151	6	7.5	25.8	7.1	11.6	58	bari
465454332348743	2152	-0.8	6	26.2	11.6	15	58	esteri
546434442359845	2153	1.5	3.7	27	15	10.8	58	esteri
444535343239745	2154	1.5	5.6	27.3	12	11.6	58	torino
445533431349945	2155	2.6	7.5	28.1	13.8	6	58	esteri
564534331139944	2156	1.5	6	28.1	14.6	7.8	58	esteri
645454433138753	2157	3	4.1	28.1	13.1	9.7	58	esteri
654555451148845	2158	4.5	7.5	28.8	8.6	8.6	58	sapienza
565645553338854	2159	1.5	5.6	29.6	9.7	11.6	58	bologna
656553432239943	2160	1.1	4.5	29.6	12.7	10.1	58	esteri
564454553259855	2161	4.5	6	29.6	9.7	8.2	58	lvanvitelli
564633452159843	2162	1.5	3	30	16.1	7.4	58	esteri
446443353248754	2163	3	4.1	31.1	9.7	10.1	58	esteri
466533453349845	2164	1.5	3	31.1	12.7	9.7	58	esteri
564444433348745	2165	1.1	6	31.1	14.2	5.6	58	padova
565453351338854	2166	4.5	6	31.5	9.7	6.3	58	torino
564635542248955	2167	0	0	32.6	13.8	11.6	58	esteri
455553443339844	2168	4.5	4.1	33	13.5	2.9	58	esteri
466653341138854	2169	3	0.7	33	13.5	7.8	58	esteri
646453553339755	2170	2.6	5.6	33	8.2	8.6	58	milano
666554352149845	2171	3	4.5	33	9.3	8.2	58	padova
454445541248755	2172	3	6	33	9.3	6.7	58	parma
564644432158955	2173	1.1	4.1	33	12.3	7.5	58	sapienza
665445353359843	2174	1.5	-0.4	34.5	11.2	11.2	58	bologna
466543333339955	2175	0	3	34.5	13.8	6.7	58	esteri
566533351359945	2176	-0.8	2.6	34.5	15.7	6	58	esteri
455433453148843	2177	4.5	4.1	34.5	5.9	9	58	torino
445545352338754	2178	1.1	5.6	22	15	14.2	57.9	esteri
654654531339753	2179	3	7.5	22	16.8	8.6	57.9	sapienza
456544432139944	2180	2.6	4.1	23.2	15.7	12.3	57.9	padova
455534342158945	2181	3	4.1	23.5	14.6	12.7	57.9	esteri
656634342149854	2182	1.1	7.5	24.3	13.4	11.6	57.9	esteri
555435353259744	2183	1.5	7.5	26.2	13.4	9.3	57.9	esteri
464444342349745	2184	3	5.6	27.3	15.7	6.3	57.9	esteri
644534432348944	2185	1.1	4.5	29.2	15.3	7.8	57.9	esteri
665643451338943	2186	0	0.7	29.2	13.4	14.6	57.9	esteri
555553552148855	2187	2.6	6	29.2	9.3	10.8	57.9	torino
446654451239954	2188	2.6	3.7	29.6	12.7	9.3	57.9	esteri
555545342249944	2189	4.5	7.5	29.6	7.7	8.6	57.9	esteri
556453541359954	2190	1.5	0.7	29.6	15.3	10.8	57.9	esteri
456554333149944	2191	-0.4	3.7	30	13.4	11.2	57.9	esteri
564433452249944	2192	2.6	7.5	30.7	7.8	9.3	57.9	bari
546434433338844	2193	6	2.6	30.7	5.5	13.1	57.9	milano
465434453359944	2194	0	4.1	30.7	13.8	9.3	57.9	padova
564654433148745	2195	2.6	4.1	30.7	10.8	9.7	57.9	pavia
465555453239854	2196	1.5	3	30.7	14.9	7.8	57.9	sapienza
564445443259745	2197	6	6	30.7	3.6	11.6	57.9	sapienza
555653552259955	2198	0	4.5	31.1	15.3	7	57.9	esteri
645533533149853	2199	2.6	2.6	31.1	10.8	10.8	57.9	esteri
655654353249743	2200	2.6	2.2	31.1	11.9	10.1	57.9	milano
445454552239954	2201	0	6	32.6	13.8	5.5	57.9	esteri
645434551259753	2202	2.6	6	32.6	9.6	7.1	57.9	esteri
455535351248945	2203	0	2.2	34.5	11.5	9.7	57.9	esteri
665553441258743	2204	-0.4	2.6	34.5	11.9	9.3	57.9	torino
546644332338854	2205	4.1	5.6	22	12.3	13.8	57.8	esteri
564443342158754	2206	2.2	3.7	25.8	11.5	14.6	57.8	esteri
554544351139954	2207	6	6	29.2	6.6	10	57.8	milano
666544342249944	2208	4.1	6	30.7	9.6	7.4	57.8	sapienza
465543433248845	2209	4.5	4.1	32.6	5.4	11.2	57.8	milano
455434532348855	2210	0.7	3.7	34.5	9.6	9.3	57.8	esteri
464643331339744	2211	6	6	27	9	9.7	57.7	messina
566533441148854	2212	4.1	3.7	28.8	16.8	4.3	57.7	esteri
644453443138844	2213	4.1	2.6	30	10.5	10.5	57.7	federico
554545343158744	2214	0	3	31.5	15	8.2	57.7	esteri
466534452248745	2215	4.5	4.5	31.5	3.7	13.5	57.7	milano
455455333259943	2216	0	1.5	33	13.1	10.1	57.7	esteri
546553331258754	2217	0	4.5	33	16.5	3.7	57.7	esteri
565554432258843	2218	0	0	33	15.7	9	57.7	esteri
655653443149945	2219	0	0	34.5	16.1	7.1	57.7	esteri
546644551249944	2220	1.5	6	34.5	11.2	4.5	57.7	federico
665435551348754	2221	1.1	6	34.5	14.6	1.5	57.7	milano
546554352249953	2222	1.5	1.5	26.2	18.7	9.7	57.6	esteri
446543553338854	2223	2.6	6	26.2	4.8	18	57.6	padova
444655452248745	2224	3	4.5	26.6	15.3	8.2	57.6	esteri
546545342339943	2225	1.5	6	27.3	11.6	11.2	57.6	padova
656434543238843	2226	1.5	4.1	27.7	13.8	10.5	57.6	esteri
666433551158945	2227	3	6	27.7	10.8	10.1	57.6	sapienza
544644333159743	2228	1.1	4.1	27.7	9.7	15	57.6	torino
654654553258944	2229	3	5.6	28.1	7.8	13.1	57.6	bicocca
446544343338955	2230	1.1	6	28.1	14.2	8.2	57.6	bologna
556445433258755	2231	0	3	28.1	13.8	12.7	57.6	esteri
554633353339843	2232	0	2.6	28.1	17.2	9.7	57.6	padova
556543552139754	2233	0	4.5	28.1	15.7	9.3	57.6	sapienza
456535542338854	2234	1.1	4.1	29.2	14.6	8.6	57.6	esteri
564644541339945	2235	1.1	2.6	29.6	17.2	7.1	57.6	esteri
466444352258754	2236	6	4.5	30.7	6.7	9.7	57.6	bologna
454655331239755	2237	3	4.5	30.7	11.6	7.8	57.6	cagliari
466433452238854	2238	0	1.5	30.7	15.7	9.7	57.6	esteri
655634331158744	2239	1.5	4.1	30.7	11.2	10.1	57.6	esteri
566443543359845	2240	1.5	6	30.7	11.2	8.2	57.6	sapienza
446534453348843	2241	3	6	31.1	7.8	9.7	57.6	bologna
555635433149855	2242	0	4.1	31.1	11.2	11.2	57.6	esteri
645544343158743	2243	1.5	4.5	31.1	12.3	8.2	57.6	esteri
664554333259843	2244	4.1	4.1	31.1	7.1	11.2	57.6	padova
544443453339744	2245	4.5	6	31.5	5.9	9.7	57.6	bologna
456655342248744	2246	0	1.1	31.5	14.2	10.8	57.6	esteri
645455553149843	2247	-0.4	6	31.5	11.5	9	57.6	esteri
564634553149754	2248	4.5	1.1	31.5	12.7	7.8	57.6	torino
554455353248945	2249	1.5	4.1	32.6	9.7	9.7	57.6	padova
554443341259745	2250	1.5	4.1	33	10.8	8.2	57.6	milano
564433452148854	2251	1.5	0.7	34.5	7.8	13.1	57.6	esteri
644435442339753	2252	4.1	3	34.5	12.3	3.7	57.6	esteri
464535541149955	2253	3	4.1	24.3	15.3	10.8	57.5	esteri
666455453338954	2254	3	5.6	24.3	11.5	13.1	57.5	esteri
444544352339945	2255	6	6	25	4	16.5	57.5	torino
466634353349753	2256	2.2	0.3	25.4	16.5	13.1	57.5	esteri
565543532139954	2257	1.1	5.6	25.8	16.1	8.9	57.5	esteri
555443332239743	2258	2.6	6	27.3	10.4	11.2	57.5	padova
666443353148853	2259	2.6	3.7	28.1	10.8	12.3	57.5	esteri
565435451358955	2260	2.2	3.7	29.2	8.2	14.2	57.5	bologna
666434433339743	2261	0	2.2	29.2	10	16.1	57.5	esteri
666634341358944	2262	1.5	2.2	29.2	13.8	10.8	57.5	esteri
666433342349955	2263	4.5	2.2	29.2	5.1	16.5	57.5	Marche
566533431239953	2264	0	4.5	30.7	13	9.3	57.5	bicocca
564643452259854	2265	1.1	6	30.7	10	9.7	57.5	esteri
555443343239744	2266	1.5	0.3	30.7	13.4	11.6	57.5	milano
466444531158855	2267	6	2.2	31.1	7.4	10.8	57.5	bologna
556445343138945	2268	1.5	-0.8	31.1	13.4	12.3	57.5	esteri
654645551149753	2269	4.1	3.7	32.6	4.8	12.3	57.5	catania
654533541239945	2270	-0.4	-1.6	34.5	14.9	10.1	57.5	esteri
554554543249855	2271	2.6	7.5	21.6	11.5	14.2	57.4	padova
544634543248755	2272	4.5	5.6	26.9	13.4	7	57.4	bicocca
655435453359945	2273	0	6	25.1	12.7	13.5	57.3	esteri
654533343158845	2274	1.5	6	27.7	13.1	9	57.3	pavia
556434353148753	2275	0	1.1	29.6	16.5	10.1	57.3	esteri
466654431159845	2276	3	6	29.6	3.7	15	57.3	milano
464543531338843	2277	1.5	0	29.6	16.1	10.1	57.3	pavia
446644351158845	2278	4.5	4.5	30.7	8.6	9	57.3	sapienza
446643443348744	2279	-0.4	6	31.1	12	8.6	57.3	esteri
466434543248853	2280	0	1.1	31.1	12	13.1	57.3	esteri
646544551339755	2281	0	4.1	31.1	10.1	12	57.3	esteri
644645533148843	2282	0	0	31.1	17.6	8.6	57.3	milano
545433453249853	2283	1.5	1.5	31.5	16.1	6.7	57.3	esteri
646553451358744	2284	4.5	1.1	31.5	10.1	10.1	57.3	esteri
444645453339945	2285	1.5	6	31.5	9.3	9	57.3	lvanvitelli
464555433359943	2286	1.5	4.1	32.6	12	7.1	57.3	bologna
664453533158744	2287	0	1.5	32.6	13.1	10.1	57.3	bologna
546654343259753	2288	1.5	1.1	32.6	13.5	8.6	57.3	esteri
544535352349943	2289	3	2.6	33	9.7	9	57.3	Marche
465655353149853	2290	0	0.7	34.5	11.6	10.5	57.3	federico
545455441358954	2291	1.1	7.5	22.8	12.7	13.1	57.2	esteri
564545452249853	2292	3	3.7	23.6	14.6	12.3	57.2	esteri
654553451339845	2293	4.5	4.1	27.3	14.6	6.7	57.2	padova
545543352349853	2294	6	4.1	27.7	10.4	9	57.2	bologna
456654333358845	2295	4.5	6	27.7	7	12	57.2	esteri
446435442358843	2296	1.1	6	27.7	13.8	8.6	57.2	milano
664454351359845	2297	1.5	4.1	27.7	15.7	8.2	57.2	torvergata
655643431148944	2298	3	1.1	28.1	15.3	9.7	57.2	esteri
465633441158744	2299	4.5	6	29.6	4.4	12.7	57.2	bologna
465543452338844	2300	3	2.6	29.6	10.4	11.6	57.2	esteri
644555353249943	2301	-0.8	1.1	29.6	16.1	11.2	57.2	esteri
654433351349843	2302	2.6	4.1	29.6	13.1	7.8	57.2	esteri
565454553238954	2303	3	7.5	30.7	10.1	5.9	57.2	padova
665545543239954	2304	1.1	4.1	31.1	14.2	6.7	57.2	dent_sienna
665455543258745	2305	4.5	4.1	31.1	7.8	9.7	57.2	pavia
445533432259853	2306	3	4.1	32.6	2.5	15	57.2	parma
666645551339845	2307	1.5	0.3	32.6	15.3	7.5	57.2	torino
654534432239955	2308	2.2	6	32.6	12.7	3.7	57.2	torvergata
554555431139955	2309	1.5	4.5	34.5	7.4	9.3	57.2	federico
466454542239955	2310	2.6	6	23.1	12.3	13.1	57.1	dent_sienna
456533332138954	2311	1.1	4.1	23.1	17.6	11.2	57.1	esteri
664445441158954	2312	2.6	6	24.3	12.3	11.9	57.1	milano
455653351148945	2313	2.2	4.1	26.9	15.7	8.2	57.1	milano
444535433159943	2314	1.1	6	28.8	10	11.2	57.1	esteri
646453433149755	2315	-0.8	5.6	28.8	11.9	11.6	57.1	esteri
565535432339854	2316	4.1	7.5	28.8	4.8	11.9	57.1	padova
566553353139845	2317	3	7.5	29.2	5.5	11.9	57.1	bari
665433353248745	2318	4.5	4.1	29.2	8.1	11.2	57.1	catania
655443352138743	2319	4.1	2.2	30.7	7.8	12.3	57.1	bologna
445435443159745	2320	-0.4	2.2	30.7	15.7	8.9	57.1	esteri
644453531159845	2321	2.6	0.7	30.7	13.4	9.7	57.1	esteri
465643443148943	2322	0.3	2.2	31.1	13.8	9.7	57.1	esteri
555555343148854	2323	6	0.7	31.1	8.5	10.8	57.1	padova
454435342349854	2324	-0.4	2.6	32.6	13.4	8.9	57.1	esteri
566553551258743	2325	2.6	7.5	17.4	13.4	16.1	57	esteri
446454353348755	2326	2.6	7.5	30.7	4.3	11.9	57	bicocca
646645343138745	2327	0	3	33	13.5	7.5	57	esteri
466533551239753	2328	1.5	6	24.3	15	10.1	56.9	esteri
654554341358854	2329	4.5	4.1	26.6	11.6	10.1	56.9	parma
466555331238945	2330	0	4.1	27.7	13.5	11.6	56.9	esteri
455634543338955	2331	0	4.1	28.1	13.5	11.2	56.9	esteri
644545353359955	2332	1.1	7.5	28.1	9.7	10.5	56.9	pavia
466654533239854	2333	1.5	1.1	28.5	15.7	10.1	56.9	esteri
454544351339844	2334	4.5	7.5	29.2	5.2	10.5	56.9	torino
564635551259945	2335	1.5	0	29.6	16.1	9.7	56.9	bari
566533533338955	2336	0	4.1	29.6	13.1	10.1	56.9	esteri
545645431359945	2337	4.5	6	29.6	11.2	5.6	56.9	torino
446444542349954	2338	1.5	1.5	30	14.2	9.7	56.9	esteri
646635543259845	2339	0	5.6	30	7.8	13.5	56.9	esteri
455635443139855	2340	1.5	4.5	30	14.2	6.7	56.9	sapienza
664455342339744	2341	0	6	30	12.7	8.2	56.9	sapienza
644643341259943	2342	1.5	1.1	30.7	16.1	7.5	56.9	esteri
546543543358944	2343	3	4.1	31.5	6.7	11.6	56.9	catania
445455541238855	2344	-0.4	0	31.5	13.8	12	56.9	esteri
455643331259944	2345	1.1	0.7	31.5	13.5	10.1	56.9	esteri
654643441239945	2346	1.5	2.6	31.5	11.2	10.1	56.9	esteri
665635333358953	2347	-0.4	3	31.5	16.1	6.7	56.9	esteri
446444353338944	2348	1.5	3	32.6	11.6	8.2	56.9	esteri
456553352259853	2349	0	0	32.6	10.8	13.5	56.9	esteri
555643532338843	2350	0	-1.2	32.6	15	10.5	56.9	esteri
644434532238755	2351	0	1.1	32.6	15.7	7.5	56.9	esteri
655445542348854	2352	3	4.5	32.6	7.8	9	56.9	messina
654434343158855	2353	1.1	6	33	10.8	6	56.9	bologna
666545452158954	2354	1.5	4.1	33	11.6	6.7	56.9	catania
666443552248854	2355	2.6	3	34.5	12.3	4.5	56.9	bari
544434343159845	2356	-0.4	6	34.5	9.3	7.5	56.9	bologna
565643433338953	2357	4.5	4.1	34.5	6.7	7.1	56.9	padova
464643332339744	2358	1.5	5.6	24.7	15.7	9.3	56.8	esteri
446544332149945	2359	2.6	7.5	24.7	10	12	56.8	parma
446635553138853	2360	1.5	3.7	25.8	14.6	11.2	56.8	esteri
655535441239743	2361	1.5	2.2	25.8	17.6	9.7	56.8	esteri
446554551148953	2362	2.6	2.2	26.2	15.7	10.1	56.8	esteri
546455453259845	2363	1.1	4.1	26.2	15.7	9.7	56.8	esteri
645544552349944	2364	3	7.5	26.2	10.4	9.7	56.8	padova
655543531158753	2365	6	6	26.9	8.6	9.3	56.8	padova
644555552238744	2366	4.5	4.1	26.9	10.8	10.5	56.8	torino
556554431338845	2367	3	4.5	27.3	13.8	8.2	56.8	esteri
654634551238755	2368	1.1	4.1	27.3	14.2	10.1	56.8	esteri
444655553349954	2369	1.5	4.1	28.1	12.3	10.8	56.8	esteri
654455332258953	2370	0	3	28.8	19.1	5.9	56.8	esteri
545544443258754	2371	4.1	6	28.8	6.3	11.6	56.8	milano
465554433258853	2372	0	4.1	29.2	14.2	9.3	56.8	federico
565635542259945	2373	4.1	6	29.2	8.2	9.3	56.8	federico
566645531359953	2374	1.5	4.5	29.2	11.5	10.1	56.8	milano
444535332158754	2375	4.5	4.5	29.6	10.4	7.8	56.8	esteri
466445433139754	2376	1.1	2.6	29.6	13.8	9.7	56.8	esteri
564543332139755	2377	-0.4	2.2	29.6	13.4	12	56.8	esteri
665634552138943	2378	-0.4	5.6	29.6	12.7	9.3	56.8	esteri
665635341348854	2379	-0.4	4.1	29.6	13.8	9.7	56.8	milano
655644441338744	2380	2.6	5.6	30	10.8	7.8	56.8	esteri
645633332238743	2381	3	4.1	30	5.5	14.2	56.8	padova
545454451159745	2382	1.5	4.1	30.7	10.4	10.1	56.8	esteri
564455441148854	2383	0	0.3	30.7	15.7	10.1	56.8	esteri
444655442349744	2384	1.1	4.5	31.1	11.2	8.9	56.8	esteri
645444533149744	2385	1.5	0.3	31.1	14.2	9.7	56.8	esteri
664443552238844	2386	1.1	1.5	31.1	13.4	9.7	56.8	esteri
555544551338855	2387	1.5	4.5	31.1	10	9.7	56.8	milano
645644533358853	2388	2.6	4.5	31.1	7.4	11.2	56.8	milano
655655332138844	2389	4.5	5.6	33	2.9	10.8	56.8	bicocca
656634341349755	2390	1.1	0.7	33	13.8	8.2	56.8	bologna
555435532159753	2391	1.5	2.2	33	10.8	9.3	56.8	torvergata
465434543158855	2392	4.5	4.1	34.5	6.3	7.4	56.8	milano
455543451338953	2393	0.7	3.7	23.9	17.2	11.2	56.7	esteri
565545341159754	2394	0.7	7.5	24.3	15.7	8.5	56.7	esteri
666435443358953	2395	4.5	7.5	24.3	13.8	6.6	56.7	esteri
464433342239944	2396	4.5	3.7	26.2	10	12.3	56.7	esteri
664554451359743	2397	2.6	0.3	26.9	15.3	11.6	56.7	esteri
644444333338843	2398	-0.4	3.7	27.7	14.9	10.8	56.7	esteri
646633533149844	2399	0	0.3	28.8	17.2	10.4	56.7	esteri
454544442339754	2400	4.5	6	28.8	9.6	7.8	56.7	lvanvitelli
665543451359744	2401	2.6	5.6	30.7	8.9	8.9	56.7	bologna
554444453359955	2402	4.5	6	30.7	7	8.5	56.7	milano
456435533259743	2403	0.7	2.6	30.7	13.4	9.3	56.7	parma
655433441258855	2404	4.1	4.1	30.7	5.9	11.9	56.7	pavia
645453451158943	2405	0.3	0.3	31.1	15.7	9.3	56.7	esteri
664434333148945	2406	0	6	22.5	16.5	11.6	56.6	esteri
445655431259753	2407	6	2.6	28.5	13.5	6	56.6	milano
566545441249745	2408	3	6	29.6	9	9	56.6	sapienza
566634532349955	2409	1.1	3	33	10.5	9	56.6	cagliari
446453553248854	2410	6	4.5	33	7.1	6	56.6	messina
666544453338753	2411	0	4.5	22.8	17.6	11.6	56.5	federico
554445332259845	2412	4.5	3.7	24	14.6	9.7	56.5	esteri
665654453159854	2413	4.5	6	25.8	9	11.2	56.5	bologna
565644343359945	2414	1.5	4.5	26.2	14.6	9.7	56.5	esteri
664435432238843	2415	2.2	4.5	26.2	11.6	12	56.5	torino
566433353238843	2416	2.6	5.6	27	9.7	11.6	56.5	milano
444645553148955	2417	3	6	27	10.1	10.4	56.5	torvergata
444443431359954	2418	4.5	4.5	27.3	11.2	9	56.5	esteri
654655432359853	2419	2.6	4.1	28.1	13.1	8.6	56.5	bicocca
655455443348955	2420	6	4.1	28.1	11.6	6.7	56.5	federico
445443341338954	2421	1.5	4.1	28.1	14.2	8.6	56.5	lvanvitelli
555454531239855	2422	1.5	7.5	29.2	5.2	13.1	56.5	bicocca
454655541148743	2423	1.5	4.1	29.2	11.2	10.5	56.5	esteri
444653441249953	2424	0	1.1	29.6	15.7	10.1	56.5	esteri
645655533238744	2425	1.5	7.5	29.6	8.2	9.7	56.5	esteri
545544541248955	2426	1.5	4.5	30	10.8	9.7	56.5	bari
