Barcode	Position	gener	Logica	Bio	chimica	Mate	Score	Ateneo
546554331239854	1	3	7.5	34.5	22.5	19.5	87	esteri
666455451139744	2	4.5	7.5	34.5	22.5	17.6	86.6	esteri
546445432158744	3	6	7.5	34.5	22.5	15.7	86.2	bologna
454454432248744	4	2.6	7.5	33	22.5	19.5	85.1	esteri
455654352138743	5	3	7.5	34.5	20.6	19.5	85.1	esteri
445454353149944	6	3	7.5	34.5	22.5	17.6	85.1	Marche
465533433148955	7	4.5	7.5	34.5	22.5	15.7	84.7	milano
566445532259954	8	6	5.6	34.5	20.6	17.6	84.3	esteri
565645543358943	9	4.5	7.5	34.5	22.5	15	84	bologna
654455352239843	10	3	6	34.5	22.5	18	84	sapienza
466545533249854	11	3	7.5	34.5	20.6	18	83.6	esteri
564555552249943	12	3	7.5	34.5	22.5	16.1	83.6	esteri
665554543248943	13	3	6	34.5	20.6	19.5	83.6	esteri
464554453248844	14	4.5	7.5	32.6	20.6	18	83.2	esteri
544534533258754	15	2.6	7.5	32.6	22.5	18	83.2	esteri
466533343258844	16	4.1	7.5	34.5	20.6	15.7	82.4	esteri
654635432348755	17	3	6	32.6	22.5	18	82.1	esteri
546655343348954	18	3	6	34.5	20.6	18	82.1	esteri
655634443338853	19	6	5.6	33	19.5	17.6	81.7	esteri
554643452138853	20	3	7.5	34.5	22.5	14.2	81.7	bologna
455645432148945	21	3	6	34.5	20.6	17.6	81.7	esteri
656653551348854	22	2.6	7.5	34.5	22.5	14.6	81.7	esteri
666634342159845	23	4.5	7.5	34.5	19.5	15.7	81.7	esteri
665654332239843	24	3	7.5	30.7	22.5	17.6	81.3	esteri
646644531139943	25	1.1	5.6	32.6	22.5	19.5	81.3	esteri
465435541239744	26	3	5.6	34.5	22.5	15.7	81.3	esteri
644434453259755	27	1.1	7.5	34.5	22.5	15.7	81.3	esteri
464534351258943	28	4.1	6	34.5	20.6	16.1	81.3	torino
554543543339954	29	0.7	7.5	34.5	20.6	17.6	80.9	esteri
656654351338845	30	6	7.5	34.5	19.1	13.8	80.9	esteri
455635552138744	31	2.6	7.5	31.5	19.5	19.5	80.6	padova
666433532358753	32	6	7.5	33	17.6	16.5	80.6	bologna
445543532238954	33	3	7.5	34.5	22.5	13.1	80.6	esteri
446443331238843	34	1.5	4.1	34.5	22.5	18	80.6	esteri
465644542139754	35	6	7.5	30.7	19.5	16.5	80.2	esteri
645645452359844	36	3	5.6	33	22.5	16.1	80.2	bologna
555553341149845	37	4.5	6	34.5	19.1	16.1	80.2	bicocca
444554533358945	38	1.5	6	34.5	22.5	15.7	80.2	esteri
555435341139745	39	4.5	7.5	34.5	21	12.7	80.2	esteri
666654452149743	40	1.1	5.6	34.5	22.5	16.5	80.2	sapienza
644443431349853	41	4.5	7.5	29.6	20.6	17.6	79.8	padova
445554453359845	42	3	7.5	31.1	20.6	17.6	79.8	esteri
466453442259755	43	4.5	7.5	33	20.6	14.2	79.8	esteri
545545432238953	44	2.6	6	34.5	22.5	14.2	79.8	pavia
656535443349853	45	1.5	6	33	22.5	16.5	79.5	bologna
665643443349953	46	6	7.5	31.1	20.6	14.2	79.4	milano
555534553259855	47	6	7.5	32.6	18.7	14.6	79.4	esteri
665453533348945	48	4.5	7.5	32.6	18.7	16.1	79.4	esteri
666453553338855	49	2.6	7.5	34.5	20.6	14.2	79.4	esteri
465434433149854	50	1.1	7.5	31.5	22.5	16.5	79.1	esteri
444445453149753	51	1.5	6	33	20.6	18	79.1	esteri
654443341358753	52	1.5	7.5	34.5	22.5	13.1	79.1	milano
665455443258953	53	3	7.5	34.5	17.6	16.5	79.1	padova
546453453258744	54	4.5	7.5	28.8	20.6	17.6	79	esteri
464553542259755	55	4.1	7.5	32.6	16.8	18	79	esteri
665444342339943	56	6	7.5	32.6	18.7	14.2	79	esteri
646643451358943	57	6	3.7	34.5	20.6	14.2	79	catania
456443551149843	58	4.5	7.5	31.1	19.1	16.5	78.7	bologna
465535343258854	59	1.5	6	32.6	22.5	16.1	78.7	esteri
566543432248944	60	4.1	6	33	17.6	18	78.7	bologna
466534343359855	61	1.1	4.1	33	22.5	18	78.7	esteri
544543553249754	62	4.5	6	34.5	22.5	11.2	78.7	esteri
654435551159845	63	2.6	4.1	34.5	22.5	15	78.7	esteri
655634542138744	64	2.6	7.5	34.5	19.1	15	78.7	esteri
554444533359955	65	3	7.5	34.5	20.6	13.1	78.7	padova
646434431148944	66	2.2	7.5	32.6	18.7	17.6	78.6	esteri
566533453149843	67	4.1	6	33	17.2	18	78.3	bologna
555534431149844	68	4.5	6	33	22.5	12.3	78.3	esteri
556434531139853	69	3	7.5	33	18.7	16.1	78.3	esteri
566444433149843	70	1.1	4.1	33	20.6	19.5	78.3	esteri
666643343238845	71	4.5	4.1	33	20.6	16.1	78.3	pavia
454544343248743	72	3	6	34.5	18.7	16.1	78.3	bicocca
455443431239953	73	2.6	6	34.5	20.6	14.6	78.3	esteri
564434543358955	74	1.1	5.6	34.5	20.6	16.5	78.3	esteri
644444352149955	75	4.5	5.6	34.5	19.1	14.6	78.3	esteri
646643542159745	76	1.5	7.5	34.5	19.1	15.7	78.3	esteri
656553452348745	77	1.1	4.1	34.5	20.6	18	78.3	esteri
454443453138754	78	4.5	4.1	34.5	20.6	14.6	78.3	milano
644634553248853	79	4.5	7.5	34.5	19.5	12.3	78.3	sapienza
456554551138754	80	0	7.5	33	21	16.5	78	esteri
645544343259854	81	3	7.5	33	19.5	15	78	esteri
566545542159855	82	1.5	4.5	34.5	22.5	15	78	esteri
554535352159754	83	4.5	7.5	29.2	18.7	18	77.9	esteri
454453433338855	84	2.6	7.5	30.7	20.6	16.5	77.9	esteri
465533351138843	85	1.1	5.6	32.6	22.5	16.1	77.9	esteri
564433531159745	86	4.5	7.5	32.6	18.7	14.6	77.9	esteri
554453431338855	87	2.6	7.5	32.6	19.1	16.1	77.9	milano
566444452138944	88	4.1	7.5	32.6	19.1	14.6	77.9	torino
455434352149953	89	4.5	7.5	34.5	17.2	14.2	77.9	esteri
556453551138955	90	3	5.6	34.5	18.7	16.1	77.9	esteri
554653352158854	91	1.5	4.5	31.1	22.5	18	77.6	esteri
465454532348843	92	6	6	31.5	19.5	14.6	77.6	bologna
466453441339944	93	3	7.5	31.5	20.6	15	77.6	esteri
654633541248755	94	1.1	4.5	34.5	22.5	15	77.6	milano
446443442348944	95	6	5.6	28.8	17.6	19.5	77.5	pavia
445634332139753	96	2.6	7.5	32.6	20.6	14.2	77.5	esteri
565455532249845	97	6	5.6	32.6	18.7	14.6	77.5	sapienza
455454533158853	98	3	7.5	31.1	22.5	13.1	77.2	esteri
454554552138744	99	6	6	31.5	21	12.7	77.2	bologna
656534432259855	100	4.5	7.5	31.5	17.6	16.1	77.2	bologna
665543443149953	101	3	7.5	31.5	20.6	14.6	77.2	esteri
644553541139854	102	6	7.5	32.6	16.1	15	77.2	esteri
665454443238853	103	1.5	6	32.6	20.6	16.5	77.2	esteri
665444532159743	104	4.5	6	33	17.6	16.1	77.2	bologna
645655432138744	105	1.1	7.5	33	21	14.6	77.2	esteri
454543533349845	106	6	7.5	33	17.6	13.1	77.2	pavia
446535342259743	107	3	6	34.5	18.7	15	77.2	esteri
464555343148755	108	3	6	34.5	18.7	15	77.2	esteri
466635353338943	109	2.6	4.5	34.5	22.5	13.1	77.2	esteri
564443352259953	110	3	6	34.5	21	12.7	77.2	esteri
645434453358745	111	1.5	7.5	34.5	19.1	14.6	77.2	esteri
656533541149754	112	4.1	6	34.5	17.6	15	77.2	esteri
666653353148854	113	1.5	7.5	34.5	20.6	13.1	77.2	esteri
545544553139955	114	4.5	6	34.5	18	14.2	77.2	pavia
656553552358744	115	4.5	7.5	26.9	20.6	17.6	77.1	bari
446445433159955	116	4.1	7.5	29.2	20.6	15.7	77.1	esteri
656543541259853	117	4.1	7.5	31.1	16.8	17.6	77.1	esteri
556643542148844	118	4.1	7.5	32.6	16.8	16.1	77.1	esteri
446555431349845	119	2.6	5.6	34.5	18.7	15.7	77.1	esteri
656454353359853	120	4.5	5.6	34.5	18.7	13.8	77.1	pavia
456433332149843	121	6	5.6	34.5	20.6	10.4	77.1	sapienza
656443352239743	122	4.5	7.5	29.2	16.1	19.5	76.8	bicocca
645633543349844	123	1.5	6	32.6	22.5	14.2	76.8	bicocca
556543443138844	124	1.5	5.6	32.6	22.5	14.6	76.8	esteri
655654551159753	125	1.1	6	33	18.7	18	76.8	esteri
456655341348753	126	2.6	4.1	34.5	21	14.6	76.8	esteri
465633541139755	127	1.1	6	34.5	22.5	12.7	76.8	esteri
544444353248853	128	-0.4	7.5	34.5	20.6	14.6	76.8	esteri
464545551348954	129	1.1	6	34.5	18.7	16.5	76.8	padova
665454431248755	130	1.5	5.6	34.5	19.5	15.7	76.8	padova
655533431338955	131	4.5	7.5	34.5	15.3	15	76.8	pavia
654655341349745	132	6	7.5	34.5	15.7	13.1	76.8	sapienza
444634453139943	133	2.2	7.5	28.8	20.6	17.6	76.7	padova
554534552248854	134	6	7.5	30.7	16.8	15.7	76.7	torino
664445542349843	135	4.1	3.7	32.6	22.5	13.8	76.7	esteri
666453542359853	136	2.2	7.5	32.6	16.8	17.6	76.7	esteri
454634542148853	137	6	5.6	34.5	18.7	11.9	76.7	bari
655634432259743	138	6	5.6	34.5	18.7	11.9	76.7	bari
446455531338853	139	2.2	5.6	34.5	18.7	15.7	76.7	pavia
545555442249854	140	4.5	7.5	31.5	16.5	16.5	76.5	esteri
645644432258755	141	3	6	31.5	22.5	13.5	76.5	esteri
455443551239945	142	4.5	7.5	31.5	19.5	13.5	76.5	pavia
555454541359853	143	1.5	6	33	22.5	13.5	76.5	esteri
655445531149843	144	1.5	6	33	21	15	76.5	esteri
644635341248755	145	3	4.5	34.5	19.5	15	76.5	esteri
655554541159844	146	2.2	7.5	31.5	15.7	19.5	76.4	padova
556534533338855	147	2.6	7.5	32.6	20.6	13.1	76.4	esteri
556544342239844	148	1.1	7.5	32.6	17.2	18	76.4	milano
456544543339954	149	6	5.6	32.6	15.7	16.5	76.4	padova
456445542259844	150	4.5	6	33	16.8	16.1	76.4	esteri
555455533138744	151	2.6	5.6	33	22.5	12.7	76.4	esteri
464553353338943	152	2.6	7.5	34.5	15.3	16.5	76.4	bicocca
464443542259845	153	4.1	4.1	34.5	14.2	19.5	76.4	bologna
554455433139753	154	3	7.5	34.5	16.8	14.6	76.4	esteri
645544553259954	155	4.5	5.6	34.5	17.6	14.2	76.4	esteri
446654351139753	156	6	7.5	34.5	13.4	15	76.4	lvanvitelli
644545541238744	157	3	6	34.5	18.7	14.2	76.4	padova
646645431238743	158	4.5	7.5	31.1	18	15	76.1	esteri
664454353258853	159	1.5	7.5	31.5	19.1	16.5	76.1	esteri
555543432358844	160	3	6	33	21	13.1	76.1	milano
645653552148754	161	1.5	4.1	33	22.5	15	76.1	sapienza
456444351359854	162	0	4.5	34.5	21	16.1	76.1	esteri
455453342138953	163	3	5.6	32.6	20.6	14.2	76	esteri
564644333159855	164	4.5	3.7	32.6	20.6	14.6	76	pavia
566535443358844	165	4.1	6	34.5	13.4	18	76	bologna
464654533139853	166	1.1	7.5	34.5	19.1	13.8	76	esteri
555434442238744	167	2.6	4.1	34.5	18.7	16.1	76	esteri
654643333138744	168	3	2.2	34.5	20.6	15.7	76	esteri
656633441148753	169	2.6	5.6	34.5	17.2	16.1	76	esteri
556653353159945	170	1.5	7.5	30	18.7	18	75.7	esteri
445544351259844	171	1.5	5.6	31.5	21	16.1	75.7	esteri
644654533149843	172	6	7.5	31.5	15.7	15	75.7	parma
546544442139853	173	1.5	4.1	33	20.6	16.5	75.7	esteri
666545532259955	174	0	7.5	33	20.6	14.6	75.7	esteri
645634451359755	175	3	4.1	33	21	14.6	75.7	milano
645633443248853	176	2.6	6	34.5	19.1	13.5	75.7	bologna
655445342248955	177	1.5	2.2	34.5	21	16.5	75.7	bologna
656434552148855	178	1.1	6	34.5	19.5	14.6	75.7	bologna
456454543159745	179	1.5	6	34.5	18.7	15	75.7	dent_sienna
566553331159844	180	0	3	34.5	22.5	15.7	75.7	esteri
566634542358953	181	4.5	5.6	34.5	17.6	13.5	75.7	esteri
655445532148753	182	-0.8	6	34.5	22.5	13.5	75.7	esteri
455543431339845	183	2.6	7.5	28.8	19.1	17.6	75.6	federico
645643543248854	184	4.1	7.5	32.6	17.2	14.2	75.6	esteri
566535551348953	185	6	3.7	32.6	18.7	14.6	75.6	milano
665545453259845	186	6	6	32.6	18.7	12.3	75.6	sapienza
466454553249743	187	2.6	7.5	34.5	16.8	14.2	75.6	esteri
545454552148745	188	6	7.5	31.5	17.6	12.7	75.3	lvanvitelli
546554553148953	189	4.5	5.6	32.6	19.5	13.1	75.3	catania
666453431149945	190	1.5	5.6	32.6	19.5	16.1	75.3	dent_sienna
666555433248843	191	3	6	32.6	19.1	14.6	75.3	esteri
564635332158944	192	1.5	7.5	33	20.6	12.7	75.3	esteri
644444342349854	193	6	7.5	33	15.7	13.1	75.3	esteri
654534452349755	194	2.6	7.5	33	17.6	14.6	75.3	esteri
444443532338944	195	3	3.7	34.5	19.1	15	75.3	esteri
464635333339843	196	1.1	5.6	34.5	22.5	11.6	75.3	esteri
466545533258953	197	3	6	34.5	18.7	13.1	75.3	esteri
544535551158953	198	1.5	6	34.5	20.6	12.7	75.3	esteri
545534351149844	199	1.1	5.6	34.5	19.1	15	75.3	esteri
555554431248853	200	1.5	4.5	34.5	20.6	14.2	75.3	esteri
656555352159854	201	1.1	4.5	34.5	22.5	12.7	75.3	esteri
666654433359755	202	1.5	6	34.5	20.6	12.7	75.3	esteri
655544351358955	203	4.5	6	34.5	13.8	16.5	75.3	milano
654555333258943	204	3	7.5	34.5	17.2	13.1	75.3	padova
664644452158743	205	3	4.1	34.5	20.6	13.1	75.3	torino
465455331239744	206	6	6	30.7	18.7	13.8	75.2	esteri
445434533159845	207	4.5	7.5	30	16.5	16.5	75	milano
555534351239955	208	3	4.1	30.7	21	16.1	74.9	padova
554445452348944	209	1.1	7.5	32.6	19.5	14.2	74.9	esteri
554635533148753	210	4.5	7.5	32.6	15.7	14.6	74.9	esteri
556653331248744	211	3	6	32.6	17.2	16.1	74.9	esteri
564655443138844	212	1.1	4.5	32.6	19.1	17.6	74.9	esteri
656645353159954	213	-0.4	7.5	32.6	20.6	14.6	74.9	esteri
554554331238853	214	1.1	5.6	32.6	21	14.6	74.9	milano
654433343249955	215	1.5	7.5	33	18.7	14.2	74.9	esteri
664545441158954	216	1.1	7.5	33	17.2	16.1	74.9	esteri
454534333338843	217	2.6	6	34.5	19.5	12.3	74.9	bologna
545544443148753	218	4.5	6	34.5	15.3	14.6	74.9	bologna
464655531248855	219	1.1	7.5	34.5	18.7	13.1	74.9	esteri
555635433239755	220	3	4.1	34.5	17.2	16.1	74.9	esteri
544444432139844	221	1.5	6	34.5	20.6	12.3	74.9	sapienza
464544533259844	222	4.1	5.6	32.6	18.7	13.8	74.8	esteri
645545351338853	223	4.1	5.6	32.6	18.7	13.8	74.8	esteri
646554443259954	224	4.1	7.5	34.5	13	15.7	74.8	bari
644543343239844	225	4.1	3.7	34.5	16.8	15.7	74.8	bologna
545544431259845	226	0.3	3.7	34.5	16.8	19.5	74.8	esteri
466554432258844	227	1.5	6	31.1	21	15	74.6	esteri
454445433249753	228	1.5	7.5	31.5	17.6	16.5	74.6	esteri
546654541139844	229	1.5	7.5	31.5	21	13.1	74.6	esteri
554553343138845	230	1.5	5.6	31.5	22.5	13.5	74.6	esteri
545454331149754	231	4.5	6	31.5	14.6	18	74.6	pavia
545433453158944	232	1.5	4.5	33	17.6	18	74.6	esteri
444543333259744	233	1.5	4.5	33	22.5	13.1	74.6	sapienza
445634441239853	234	1.5	6	33	17.6	16.5	74.6	sapienza
546654433258954	235	0	7.5	34.5	20.6	12	74.6	esteri
646445352249843	236	1.1	6	34.5	19.5	13.5	74.6	esteri
564455351138844	237	1.1	7.5	30.7	19.5	15.7	74.5	esteri
564654343138955	238	3	6	31.1	16.8	17.6	74.5	esteri
556433452138744	239	2.6	6	32.6	16.8	16.5	74.5	esteri
564635541258944	240	1.1	7.5	32.6	18.7	14.6	74.5	esteri
664435542349755	241	2.6	6	32.6	19.1	14.2	74.5	padova
545643351338844	242	1.1	4.1	33	20.6	15.7	74.5	esteri
465634531138754	243	2.6	4.1	34.5	17.6	15.7	74.5	esteri
554445353339843	244	4.5	5.6	34.5	17.2	12.7	74.5	esteri
564445552149743	245	3	7.5	34.5	16.8	12.7	74.5	esteri
655644332338755	246	3	4.1	34.5	20.6	12.3	74.5	esteri
446454451139943	247	2.6	6	34.5	19.1	12.3	74.5	milano
465634333148854	248	1.5	6	34.5	16.8	15.7	74.5	pavia
566635343259955	249	4.5	7.5	31.5	16.1	14.6	74.2	bicocca
545555433349854	250	4.5	7.5	31.5	15.7	15	74.2	federico
454444532249853	251	1.5	6	32.6	17.6	16.5	74.2	esteri
566644443348843	252	1.5	7.5	32.6	21	11.6	74.2	esteri
444454542139753	253	4.5	4.5	33	18	14.2	74.2	bicocca
446633531149743	254	0	7.5	33	18.7	15	74.2	esteri
556545451149854	255	4.5	6	34.5	16.1	13.1	74.2	bologna
464635542148955	256	3	5.6	34.5	18	13.1	74.2	esteri
645444331149844	257	-0.4	6	34.5	20.6	13.5	74.2	esteri
656545431338855	258	1.5	6	34.5	17.6	14.6	74.2	esteri
455645541238855	259	1.5	6	34.5	15.7	16.5	74.2	pavia
566445343158755	260	1.5	6	34.5	19.1	13.1	74.2	pavia
655534532248843	261	1.5	4.1	34.5	20.6	13.5	74.2	pavia
566645353158944	262	1.1	7.5	26.9	20.6	18	74.1	esteri
666555542148945	263	4.1	6	28.8	17.2	18	74.1	esteri
465544543348854	264	6	6	30.7	18.7	12.7	74.1	torino
546633431249943	265	2.6	6	32.6	20.6	12.3	74.1	esteri
564454433359944	266	4.5	7.5	32.6	17.2	12.3	74.1	esteri
644654341239853	267	4.5	4.1	32.6	18.7	14.2	74.1	sapienza
455655353239843	268	1.1	7.5	33	16.8	15.7	74.1	federico
546443343139744	269	1.1	3.7	34.5	20.6	14.2	74.1	esteri
556653551149855	270	2.2	5.6	34.5	17.2	14.6	74.1	esteri
645443333148943	271	6	5.6	34.5	16.8	11.2	74.1	esteri
664435542338954	272	6	7.5	34.5	17.2	8.9	74.1	esteri
646635332159755	273	3	7.5	29.6	19.5	14.2	73.8	esteri
646655551259943	274	6	7.5	30.7	16.5	13.1	73.8	milano
566645333158855	275	3	4.1	31.1	19.1	16.5	73.8	bologna
456635442139944	276	1.5	5.6	31.1	19.1	16.5	73.8	esteri
655654352138745	277	4.5	7.5	31.1	20.6	10.1	73.8	esteri
454643553358955	278	1.5	5.6	31.1	19.1	16.5	73.8	torino
564643532139853	279	0	4.1	32.6	22.5	14.6	73.8	esteri
666455551358845	280	3	6	33	13.8	18	73.8	esteri
544445431148845	281	4.5	2.6	34.5	21	11.2	73.8	bologna
456443542339845	282	3	2.2	34.5	20.6	13.5	73.8	esteri
545635333159755	283	3	5.6	34.5	19.1	11.6	73.8	esteri
555433533138944	284	-0.4	7.5	34.5	21	11.2	73.8	esteri
666645342249955	285	6	4.1	34.5	18.7	10.5	73.8	pavia
465553342258854	286	6	7.5	29.2	18.7	12.3	73.7	esteri
654545342359844	287	1.1	5.6	30.7	20.6	15.7	73.7	esteri
444453342248854	288	-0.8	7.5	32.6	18.7	15.7	73.7	esteri
665435552358855	289	2.6	5.6	32.6	20.6	12.3	73.7	padova
664433552158943	290	2.2	5.6	33	17.2	15.7	73.7	esteri
664634542338945	291	4.5	5.6	34.5	16.8	12.3	73.7	esteri
564634542238744	292	4.5	5.6	34.5	16.8	12.3	73.7	milano
464653443349853	293	3	6	33	15	16.5	73.5	esteri
656643332348855	294	1.5	6	34.5	18	13.5	73.5	esteri
564633531258945	295	4.5	7.5	29.6	18.7	13.1	73.4	esteri
645644532338844	296	4.5	5.6	30	19.1	14.2	73.4	esteri
646633331248843	297	1.5	6	30.7	20.6	14.6	73.4	esteri
444434542348744	298	4.5	7.5	30.7	12.7	18	73.4	padova
466544432338755	299	4.5	5.6	31.1	19.5	12.7	73.4	esteri
444454443259943	300	1.5	5.6	31.5	18.7	16.1	73.4	esteri
656434351249843	301	4.5	5.6	31.5	17.2	14.6	73.4	esteri
454433351138753	302	0.7	6	32.6	19.5	14.6	73.4	esteri
455455452338844	303	4.5	5.6	32.6	19.1	11.6	73.4	esteri
466453433249754	304	3	4.1	32.6	19.1	14.6	73.4	esteri
556643332259845	305	2.6	6	32.6	17.6	14.6	73.4	esteri
456634531148755	306	3	5.6	33	15.7	16.1	73.4	esteri
466434551158845	307	1.1	5.6	33	18.7	15	73.4	esteri
545553453158855	308	3	6	33	15.3	16.1	73.4	esteri
666555553149944	309	4.5	4.5	33	20.6	10.8	73.4	esteri
455445333349955	310	4.1	4.5	33	18.7	13.1	73.4	milano
465554533158843	311	3	3.7	34.5	17.6	14.6	73.4	bologna
456553553239943	312	1.1	6	34.5	16.8	15	73.4	esteri
645633351249955	313	-0.4	6	34.5	20.6	12.7	73.4	esteri
665555351358954	314	4.5	6	34.5	12.3	16.1	73.4	esteri
554655533349953	315	1.1	7.5	34.5	15.7	14.6	73.4	torino
656434531149953	316	6	7.5	28.8	13.4	17.6	73.3	pavia
656554333338843	317	2.2	3.7	32.6	20.6	14.2	73.3	esteri
455533532149844	318	1.5	4.5	31.1	21	15	73.1	esteri
555544531238753	319	2.6	6	31.5	21	12	73.1	esteri
665453531139743	320	1.5	6	32.6	22.5	10.5	73.1	esteri
555534541158954	321	3	6	33	16.1	15	73.1	esteri
566554533338744	322	3	4.1	33	19.5	13.5	73.1	milano
456454341138953	323	4.5	5.6	34.5	18	10.5	73.1	esteri
546433443158954	324	1.5	4.5	34.5	17.6	15	73.1	esteri
555655453348755	325	1.5	2.6	34.5	22.5	12	73.1	esteri
556553431239854	326	1.5	4.1	34.5	21	12	73.1	esteri
656554541349754	327	1.5	3	34.5	22.5	11.6	73.1	esteri
446655442259754	328	3	6	34.5	17.6	12	73.1	milano
465435353338955	329	3	4.1	34.5	21	10.5	73.1	torino
656535333358743	330	4.5	7.5	25.8	20.6	14.6	73	esteri
455444552239844	331	4.1	7.5	26.9	19.5	15	73	lvanvitelli
456434543158954	332	4.5	4.5	30.7	18.7	14.6	73	bicocca
566435442159754	333	-0.4	7.5	30.7	17.2	18	73	esteri
556645541138854	334	6	4.5	31.1	17.2	14.2	73	bologna
564535352359853	335	1.5	7.5	31.1	15.3	17.6	73	esteri
644655341348843	336	3	5.6	31.1	18.7	14.6	73	esteri
666453431248955	337	4.5	6	31.1	22.5	8.9	73	esteri
446535432139753	338	2.6	5.6	32.6	21	11.2	73	esteri
454434442249945	339	1.1	6	32.6	22.5	10.8	73	esteri
645545453149744	340	4.5	2.2	32.6	20.6	13.1	73	esteri
546543433158843	341	4.5	7.5	32.6	15.7	12.7	73	parma
556453543148853	342	1.5	4.1	32.6	20.6	14.2	73	sapienza
646553553158755	343	1.1	3.7	32.6	22.5	13.1	73	sapienza
445633531158944	344	3	4.1	33	18.7	14.2	73	esteri
554535553338944	345	4.5	3.7	33	18.7	13.1	73	esteri
566644352349944	346	-0.4	3.7	33	18.7	18	73	esteri
545443553259844	347	4.1	5.6	33	15.7	14.6	73	lvanvitelli
555645442148743	348	4.1	6	33	15.7	14.2	73	padova
446643433148744	349	1.1	6	34.5	18.7	12.7	73	esteri
565635443258944	350	3	6	34.5	18.7	10.8	73	esteri
645434442148854	351	1.1	5.6	34.5	17.2	14.6	73	esteri
656453453248755	352	2.6	7.5	34.5	16.8	11.6	73	padova
656553452339745	353	4.5	6	34.5	12.3	15.7	73	pavia
456555331139855	354	4.1	7.5	30.7	13	17.6	72.9	milano
464535533138945	355	2.2	5.6	32.6	16.8	15.7	72.9	esteri
565643333349744	356	2.2	5.6	32.6	16.8	15.7	72.9	esteri
454534351349945	357	6	7.5	32.6	13	13.8	72.9	parma
445455331139943	358	4.5	7.5	28.1	18	14.6	72.7	torino
444634341359754	359	4.5	6	29.6	18	14.6	72.7	milano
566543353259755	360	1.5	4.1	30	21	16.1	72.7	esteri
644653341338943	361	4.5	7.5	32.6	16.5	11.6	72.7	esteri
655534341249945	362	6	7.5	32.6	18	8.6	72.7	lvanvitelli
464433443359944	363	4.5	4.1	33	16.1	15	72.7	bologna
665433431249855	364	4.5	6	33	16.5	12.7	72.7	bologna
545545553339844	365	1.5	7.5	33	21	9.7	72.7	esteri
566534432138953	366	3	7.5	33	17.6	11.6	72.7	esteri
665533551248753	367	2.6	6	33	16.1	15	72.7	milano
446443431339744	368	1.1	2.6	34.5	21	13.5	72.7	esteri
464644342139844	369	1.5	4.5	34.5	20.6	11.6	72.7	esteri
564445533359755	370	0	7.5	34.5	17.2	13.5	72.7	esteri
655535553159943	371	1.5	4.1	34.5	18	14.6	72.7	esteri
664455433338853	372	0	3	34.5	17.2	18	72.7	esteri
565433332358945	373	3	4.5	34.5	19.1	11.6	72.7	torvergata
546434453149854	374	2.6	7.5	27.3	22.5	12.7	72.6	esteri
665645352358943	375	1.1	7.5	28.8	20.6	14.6	72.6	esteri
545654532258753	376	6	6	29.2	15.7	15.7	72.6	bicocca
445435532359743	377	4.5	7.5	29.6	16.8	14.2	72.6	esteri
555453541138954	378	1.1	7.5	32.6	17.2	14.2	72.6	esteri
556453441149955	379	-0.4	5.6	32.6	18.7	16.1	72.6	esteri
564454432348844	380	4.5	6	32.6	14.9	14.6	72.6	esteri
565533343159855	381	2.6	6	32.6	18.7	12.7	72.6	esteri
664445331339744	382	1.1	6	32.6	20.6	12.3	72.6	esteri
455645331349743	383	1.1	5.6	32.6	22.5	10.8	72.6	pavia
546553353139953	384	1.1	7.5	34.5	14.9	14.6	72.6	esteri
565455352349944	385	1.1	7.5	34.5	18.7	10.8	72.6	esteri
666634531348953	386	1.1	0.3	34.5	22.5	14.2	72.6	esteri
444533441149754	387	3	7.5	34.5	13.4	14.2	72.6	milano
566554452359843	388	1.1	5.6	34.5	19.1	12.3	72.6	milano
465444553239753	389	3	4.1	34.5	16.8	14.2	72.6	torino
445653432359745	390	1.5	7.5	29.6	21	12.7	72.3	esteri
545443331339754	391	1.1	7.5	29.6	16.1	18	72.3	esteri
466443432138944	392	6	4.1	31.1	16.1	15	72.3	cagliari
565453443338755	393	0	6	31.1	20.6	14.6	72.3	esteri
556544553248955	394	1.1	7.5	31.5	19.1	13.1	72.3	esteri
444644353358843	395	1.5	6	32.6	17.2	15	72.3	esteri
646645342339754	396	1.5	4.1	32.6	17.6	16.5	72.3	esteri
645435532149844	397	1.1	6	33	17.2	15	72.3	bologna
446655332238854	398	1.5	6	33	18.7	13.1	72.3	esteri
464645531249845	399	2.6	4.1	33	17.6	15	72.3	esteri
455433332158754	400	1.5	7.5	33	20.6	9.7	72.3	sapienza
554443532238945	401	1.1	4.1	34.5	20.6	12	72.3	esteri
555643531149744	402	2.6	6	34.5	14.2	15	72.3	esteri
644635542139943	403	0	4.1	34.5	21	12.7	72.3	esteri
645545451148854	404	1.1	6	34.5	20.6	10.1	72.3	esteri
655455341358845	405	3	2.6	34.5	19.1	13.1	72.3	milano
456653552338855	406	1.1	7.5	30.7	18.7	14.2	72.2	esteri
464444531248853	407	2.6	4.1	30.7	20.6	14.2	72.2	padova
454643531339943	408	4.5	3.7	32.6	18.7	12.7	72.2	catania
444653443248854	409	4.5	7.5	32.6	17.2	10.4	72.2	esteri
445545333258953	410	-0.8	7.5	32.6	18.7	14.2	72.2	esteri
566454453359745	411	1.1	5.6	32.6	17.2	15.7	72.2	pavia
456445531359745	412	2.6	5.6	34.5	14.9	14.6	72.2	esteri
654553533259744	413	3	5.6	34.5	18.7	10.4	72.2	esteri
